learner_id;country;in_course;unit;avg_score;completion;inv_rate
1030865;TR;t;9;0.9;0.905;0.018
1030781;TR;t;2;0.953;1;0.018
1030772;TR;t;2;0.977;1;0.018
1030550;PL;t;REVIEW 2;0.937;1;0.018
1030268;ES;t;REVIEW 2;0.791;1;0.018
1029712;ES;t;REVIEW 2;0.732;1;0.018
1028719;ES;t;2;0.706;1;0.018
1028200;ES;t;2;0.955;1;0.018
1028175;TR;t;REVIEW 1;0.773;0.846;0.018
1028175;TR;t;11;0.785;0.95;0.018
1028096;BE;t;3;0.756;0.826;0.018
1028085;BE;t;REVIEW 2;0.91;1;0.018
1027630;PL;t;7;0.849;1;0.018
1022684;ES;t;REVIEW 2;0.97;1;0.018
1021509;MX;t;8;0.83;0.95;0.018
1018867;MX;t;REVIEW 2;0.709;1;0.018
1018660;MX;t;7;0.993;1;0.018
1018142;MX;t;2;0.681;1;0.018
1014514;RU;f;2;0.757;1;0.018
1014408;CH;t;4;0.574;0.524;0.018
1012627;ES;f;VIDEO PODCASTS;0.855;0.925;0.018
1005388;TR;t;REVIEW 2;0.189;1;0.018
1005388;TR;t;7;0.129;1;0.018
1005296;TR;t;REVIEW 2;0;1;0.018
1005110;TR;t;REVIEW 2;0.775;1;0.018
1004127;TR;t;2;0.392;1;0.018
1002397;TR;t;7;0.601;1;0.018
1002319;TR;t;7;0;1;0.018
1002310;TR;t;8;0.624;0.95;0.018
1002300;TR;t;7;0.974;1;0.018
1002116;TR;t;7;0.025;1;0.018
1002113;TR;t;2;0.896;1;0.018
1002033;TR;t;7;0.94;1;0.018
1001908;TR;t;8;0.297;0.95;0.018
1001876;TR;t;7;0.72;1;0.018
1001860;TR;t;7;0.951;0.579;0.018
1001807;TR;t;2;0.966;1;0.018
1001807;TR;t;7;0.964;1;0.018
1001780;TR;t;7;0.932;0.579;0.018
1001737;TR;t;8;0;0.95;0.018
1001649;TR;t;3;0.726;0.826;0.018
1001544;TR;t;7;0.123;1;0.018
1001501;TR;t;5;0.911;0.826;0.018
1001264;TR;t;7;0.96;1;0.018
1001218;TR;t;6;0.925;0.905;0.018
1001166;TR;t;8;0.759;0.95;0.018
1001142;TR;t;7;0.765;1;0.018
1001043;TR;t;8;0.865;0.95;0.018
1001016;TR;t;2;0.993;1;0.018
1000987;TR;t;8;1;0.95;0.018
1000908;TR;t;2;0.989;1;0.018
1000874;TR;t;8;0.846;0.95;0.018
1000819;TR;t;7;0.989;1;0.018
1000753;TR;t;7;0.013;1;0.018
1000727;TR;t;VIDEO PODCASTS;0.898;0.588;0.018
1366549;ES;f;3;0.771;0.652;0.019
1357528;ES;t;4;0.771;1;0.019
1325333;TR;t;4;0.835;1;0.019
1321157;PL;f;3;0.618;0.652;0.019
1321082;TR;t;4;0.404;1;0.019
1312482;TR;t;4;0.807;1;0.019
1312482;TR;t;6;0.826;1;0.019
1308909;TR;t;6;0.026;1;0.019
1308835;TR;t;6;0.896;1;0.019
1308640;TR;t;4;0.99;1;0.019
1308344;TR;t;4;0.991;1;0.019
1308244;TR;t;4;0.262;1;0.019
1308202;TR;t;VIDEO PODCASTS;0.075;0.675;0.019
1308194;TR;t;6;0.661;1;0.019
1308191;TR;t;6;0.979;1;0.019
1308108;TR;t;6;0.892;1;0.019
1308076;TR;t;6;0.181;1;0.019
1308042;TR;t;6;0.906;1;0.019
1308038;TR;t;6;0.897;1;0.019
1307937;TR;t;6;0.479;1;0.019
1300092;TR;t;7;0.493;0.789;0.019
1286507;AU;t;4;0.425;1;0.019
1284022;TR;t;1;0.576;0.75;0.019
1281369;TR;t;6;0.786;1;0.019
1279683;TR;t;9;0.682;1;0.019
1279320;ES;t;5;0.836;0.913;0.019
1277687;ES;t;2;0.697;0.577;0.019
1272620;TR;t;10;0.885;1;0.019
1272620;TR;t;12;0.99;0.955;0.019
1267709;TR;t;10;0.915;1;0.019
1264834;TR;t;3;0.896;0.913;0.019
1257090;TR;t;4;0.748;1;0.019
1257015;TR;t;4;0.711;1;0.019
1249426;CO;t;4;0.664;1;0.019
1245417;TR;t;4;0.935;1;0.019
1232611;TR;t;5;0.84;0.913;0.019
1229779;TR;t;6;0.73;1;0.019
1229007;TR;t;5;0.834;0.913;0.019
1226231;TR;t;9;0.645;1;0.019
1223940;TR;t;6;0.986;1;0.019
1222002;TR;t;9;0.139;1;0.019
1220851;CO;t;4;0.678;0.714;0.019
1215552;TR;t;5;0.877;0.913;0.019
1215338;TR;t;9;0.952;1;0.019
1207280;TR;t;9;0.534;0.714;0.019
1196584;CO;t;1;0.807;0.75;0.019
1182808;UA;t;5;0.835;0.913;0.019
1182769;CO;t;4;0.309;1;0.019
1182753;CR;t;4;0.606;1;0.019
1179150;CO;t;6;0.817;1;0.019
1179137;CO;t;4;0.763;1;0.019
1175934;CO;t;4;0.875;0.714;0.019
1157966;TR;t;9;0.986;1;0.019
1157948;TR;t;4;1;1;0.019
1156717;TR;t;6;0.989;1;0.019
1154795;TR;t;9;0.981;1;0.019
1154784;TR;t;9;0.911;1;0.019
1154773;TR;t;4;0.998;1;0.019
1146199;ES;t;4;0.983;1;0.019
1143409;ES;t;6;0.753;1;0.019
1143364;ES;t;4;0.674;1;0.019
1135492;TR;t;2;0.978;0.577;0.019
1128486;TR;t;6;1;1;0.019
1126337;ES;t;VIDEO PODCASTS;0.942;1;0.019
1119993;TR;t;4;0.959;1;0.019
1109921;ES;t;6;0.762;1;0.019
1109509;BG;t;6;0.687;1;0.019
1109404;CN;t;5;0.924;0.913;0.019
1108820;ES;t;4;0.588;1;0.019
1108292;ES;t;6;0.758;1;0.019
1101125;TR;t;4;0.927;1;0.019
1099600;TR;t;9;0.831;1;0.019
1099395;TR;t;6;0.944;1;0.019
1099167;TR;t;VIDEO PODCASTS;0.98;0.588;0.019
1097180;TR;t;9;0.889;1;0.019
1096805;TR;t;6;0.854;1;0.019
1096751;PL;t;6;0;1;0.019
1096354;PL;t;6;0.903;1;0.019
1094453;PL;t;6;0.709;0.714;0.019
1092669;PL;t;1;0.803;0.75;0.019
1091273;TR;t;VIDEO PODCASTS;0.912;0.35;0.019
1091063;TR;t;6;0.71;0.714;0.019
1090570;TR;t;9;0.943;1;0.019
1090390;TR;t;7;0.884;0.789;0.019
1090195;ES;f;10;0.841;1;0.019
1081426;TR;t;9;0.945;1;0.019
1077815;TR;t;9;0.84;0.714;0.019
1077367;TR;t;9;0.74;1;0.019
1077355;PL;t;9;0.845;1;0.019
1072710;TR;t;6;0;1;0.019
1072710;TR;t;9;0.093;1;0.019
1071818;TR;t;6;0.789;1;0.019
1070593;TR;t;7;0.932;0.789;0.019
1070448;TR;t;8;0.508;0.75;0.019
1069394;TR;t;5;0.771;0.913;0.019
1069394;TR;t;VIDEO PODCASTS;0.917;0.75;0.019
1069238;TR;t;4;0.925;1;0.019
1067419;TR;t;4;0.896;1;0.019
1062250;CO;t;10;0.795;1;0.019
1060504;CO;t;9;0.627;0.714;0.019
1060087;CO;t;4;0.836;1;0.019
1059770;TR;t;4;0.886;1;0.019
1059599;TR;t;4;0.829;1;0.019
1059203;PL;t;4;0.738;1;0.019
1058937;TR;t;9;0.959;1;0.019
1058763;TR;f;4;0.952;1;0.019
1058763;TR;f;10;0.925;1;0.019
1058189;IT;t;10;0.747;1;0.019
1057349;TR;t;VIDEO PODCASTS;0.983;0.75;0.019
1056261;TR;t;4;0.921;1;0.019
1056245;TR;t;4;0.8;1;0.019
1055871;TR;t;9;0.926;1;0.019
1055367;TR;f;6;0.88;1;0.019
1055253;CN;t;5;0.594;0.652;0.019
1054881;TR;t;9;0.935;1;0.019
1054368;TR;t;9;0.915;1;0.019
1054058;TR;t;2;0.553;0.808;0.019
1053782;ES;t;4;0.7;1;0.019
1053676;TR;t;1;0.819;0.75;0.019
1053316;PL;t;1;0.859;0.75;0.019
1053271;TR;t;3;0.857;0.913;0.019
1053027;TR;t;VIDEO PODCASTS;0.798;0.75;0.019
1052936;TR;t;4;0.913;1;0.019
1052535;TR;t;6;0.75;1;0.019
1052081;TR;t;9;0.973;1;0.019
1051623;TR;t;9;0.936;1;0.019
1051470;TR;t;4;0.793;1;0.019
1051423;TR;t;6;0.71;1;0.019
1051414;TR;t;6;0.818;1;0.019
1051238;TR;t;6;0.985;1;0.019
1051221;TR;t;6;0.968;1;0.019
1051154;TR;t;9;0.916;1;0.019
1051102;PL;t;4;0.982;0.714;0.019
1050702;TR;t;9;0.885;1;0.019
1050412;ES;t;6;0.823;1;0.019
1049897;ES;t;4;0.864;1;0.019
1049691;TR;t;4;0.744;1;0.019
1049546;TR;t;9;1;1;0.019
1049441;TR;t;9;0.971;1;0.019
1049251;TR;t;4;0.882;1;0.019
1049118;TR;t;6;0.997;1;0.019
1049027;TR;t;6;0.742;1;0.019
1048928;TR;t;9;0.928;1;0.019
1048527;TR;t;6;0.907;1;0.019
1047797;TR;t;9;0.928;1;0.019
1047306;TR;t;6;0.892;1;0.019
1046542;IT;t;2;0.863;0.577;0.019
1046412;TR;t;4;0.981;1;0.019
1046382;TR;t;4;0.876;1;0.019
1046340;TR;f;9;0.859;1;0.019
1046238;TR;t;6;1;1;0.019
1046212;TR;t;4;0.843;1;0.019
1046212;TR;t;9;0.963;1;0.019
1045993;TR;t;4;0.926;1;0.019
1045897;TR;t;6;0.585;1;0.019
1045869;TR;t;6;0.832;1;0.019
1045807;TR;t;10;0.881;1;0.019
1045779;TR;t;9;0.424;1;0.019
1045692;TR;t;4;0.908;1;0.019
1045687;TR;f;6;0.842;1;0.019
1045615;TR;t;6;0.92;1;0.019
1045560;TR;t;4;0.956;1;0.019
1045560;TR;t;6;1;1;0.019
1045560;TR;t;9;0.998;1;0.019
1045502;TR;t;6;0.946;1;0.019
1045357;TR;t;9;0.871;1;0.019
1045313;TR;t;9;0.795;1;0.019
1045288;TR;t;6;0.939;1;0.019
1045178;IT;t;1;0.931;0.75;0.019
1045153;TR;t;5;0.659;0.913;0.019
1045083;TR;t;4;0.796;1;0.019
1045041;TR;t;4;0.892;1;0.019
1045019;TR;t;9;0.983;1;0.019
1044727;TR;t;4;0.977;1;0.019
1044679;TR;t;6;0.765;1;0.019
1044592;TR;t;6;0.987;1;0.019
1044324;TR;t;6;0.889;1;0.019
1044324;TR;t;10;0.901;1;0.019
1044123;TR;t;4;0.819;1;0.019
1043924;TR;t;9;0.924;1;0.019
1043854;TR;f;9;0.999;1;0.019
1043761;TR;t;10;0.808;1;0.019
1043670;TR;t;9;0.937;1;0.019
1043654;TR;t;6;0.877;1;0.019
1043614;TR;t;9;0.316;1;0.019
1043581;TR;t;10;0.964;1;0.019
1043483;TR;t;9;0.956;1;0.019
1043262;TR;t;9;0.889;1;0.019
1043218;TR;t;6;0.854;1;0.019
1043111;TR;t;6;0.842;1;0.019
1043020;ES;t;6;0.909;1;0.019
1042870;TR;t;9;0.562;1;0.019
1042665;ES;t;7;0.966;0.789;0.019
1042639;TR;t;VIDEO PODCASTS;0.861;0.75;0.019
1042570;TR;t;10;0.971;1;0.019
1042356;TR;t;9;0.945;1;0.019
1042260;TR;t;9;0.901;1;0.019
1042165;TR;t;9;0.958;1;0.019
1042154;TR;t;6;0.85;1;0.019
1041907;TR;t;9;0.995;1;0.019
1041668;TR;t;6;0.968;1;0.019
1041564;TR;t;4;0.778;1;0.019
1041272;TR;t;9;0.96;1;0.019
1041260;TR;t;3;0.877;0.652;0.019
1040598;TR;t;6;0.723;1;0.019
1040419;TR;t;9;0.954;0.714;0.019
1040014;TR;f;VIDEO PODCASTS;0.564;0.825;0.019
1039888;ES;t;3;0.881;0.913;0.019
1039887;TR;t;10;0.98;1;0.019
1038087;TR;t;10;0.779;1;0.019
1036967;TR;t;VIDEO PODCASTS;0.743;0.588;0.019
1036579;TR;f;6;0.657;1;0.019
1036128;TR;t;5;0.508;0.913;0.019
1036031;TR;t;6;0.991;1;0.019
1036022;TR;t;6;0.889;1;0.019
1036011;TR;t;2;0.936;0.808;0.019
1034775;ES;f;6;0.885;1;0.019
1034150;ES;f;9;0.906;1;0.019
1034083;TR;t;2;0.853;0.808;0.019
1033515;TR;t;VIDEO PODCASTS;0.951;0.75;0.019
1032970;TR;t;6;0.827;1;0.019
1032761;TR;t;6;0.71;1;0.019
1032480;ES;t;4;0.712;1;0.019
1030781;TR;t;4;0.95;1;0.019
1029791;TR;t;9;0.9;0.714;0.019
1028200;ES;t;4;0.957;1;0.019
1028096;BE;t;8;0.686;0.75;0.019
1010224;HU;t;8;0.826;0.75;0.019
1002397;TR;t;4;0.865;1;0.019
1002317;TR;t;4;0.951;1;0.019
1002266;TR;t;6;0.982;1;0.019
1002133;TR;t;7;0.677;0.789;0.019
1002020;TR;t;9;0.519;1;0.019
1001886;TR;t;6;0.714;1;0.019
1001877;TR;t;3;0.957;0.913;0.019
1001869;TR;f;4;1;1;0.019
1001858;TR;t;4;0.922;1;0.019
1001836;TR;t;4;0.968;1;0.019
1001409;TR;t;6;0.181;1;0.019
1001366;TR;t;6;0.982;1;0.019
1001365;TR;t;3;0.741;0.913;0.019
1001140;TR;t;6;0.858;1;0.019
1001121;TR;t;6;0.891;1;0.019
1001087;TR;t;4;1;1;0.019
1001078;TR;t;9;0.209;1;0.019
1001047;TR;t;4;0.831;1;0.019
1001015;TR;t;4;0.956;1;0.019
1000992;TR;t;6;0.324;1;0.019
1000785;TR;t;9;0.67;1;0.019
1000704;TR;t;6;0.907;1;0.019
1358206;ES;t;3;0.95;1;0.02
1338681;CO;t;3;0.821;1;0.02
1335265;TR;t;3;0.931;1;0.02
1312522;PL;t;2;0.817;0.885;0.02
1312482;TR;t;3;0.863;1;0.02
1308712;TR;t;3;0.261;1;0.02
1308662;TR;t;2;0.604;0.962;0.02
1308627;TR;t;8;0.997;0.9;0.02
1308505;TR;t;VIDEO PODCASTS;0.368;0.675;0.02
1308440;TR;t;8;0.995;0.9;0.02
1308404;TR;t;VIDEO PODCASTS;0.727;1;0.02
1306024;TR;t;4;0.558;0.857;0.02
1285541;TR;t;7;0.726;0.947;0.02
1282196;TR;t;2;0.912;0.962;0.02
1281769;TR;t;4;0.968;0.857;0.02
1281369;TR;t;3;0.697;1;0.02
1277561;TR;t;2;0.807;0.962;0.02
1264816;TR;t;9;0.877;0.857;0.02
1250299;ES;t;3;0.853;1;0.02
1242042;TR;t;8;0.825;0.9;0.02
1238521;NL;t;2;0.46;0.962;0.02
1235945;TR;t;3;0.718;1;0.02
1230711;ES;t;2;0.631;0.692;0.02
1230487;ES;t;2;0.797;0.962;0.02
1226790;NL;t;3;0.774;1;0.02
1226650;NL;t;3;0.74;1;0.02
1225363;TR;t;3;0.927;1;0.02
1220227;ES;t;1;0.698;0.9;0.02
1216272;TR;t;VIDEO PODCASTS;0.718;0.75;0.02
1182671;CO;t;2;0.45;0.962;0.02
1175899;CO;t;6;0.75;0.857;0.02
1175829;CO;t;3;0.743;1;0.02
1175211;CO;t;4;0.684;0.857;0.02
1175117;CO;t;3;0.823;0.783;0.02
1166719;CO;t;3;0.785;1;0.02
1156632;TR;t;3;0.996;1;0.02
1155410;TR;t;3;0.689;0.783;0.02
1155404;TR;t;7;0.862;0.947;0.02
1154254;ES;t;1;0.855;0.9;0.02
1154150;TR;t;3;0.817;1;0.02
1147594;PL;t;3;0.928;1;0.02
1145987;PL;t;2;0.962;0.962;0.02
1145867;QU;t;2;0.728;0.962;0.02
1144351;ES;t;7;0.712;0.947;0.02
1144196;PL;t;3;0.902;1;0.02
1142120;PL;t;2;0.92;0.962;0.02
1129162;PL;t;2;0.758;0.962;0.02
1125889;TR;t;3;0.965;1;0.02
1123876;TR;t;7;0.88;0.947;0.02
1119993;TR;t;3;0.925;1;0.02
1114395;ES;f;3;0.769;1;0.02
1109414;KR;t;7;0.797;0.947;0.02
1105834;ES;t;3;0.856;1;0.02
1098405;TR;t;3;0.946;1;0.02
1098158;TR;t;7;0.64;0.947;0.02
1098088;TR;t;3;0.811;1;0.02
1097793;TR;t;3;0.756;1;0.02
1097793;TR;t;VIDEO PODCASTS;0.98;0.75;0.02
1096575;TR;t;8;0.467;0.9;0.02
1095093;PL;f;3;0.831;1;0.02
1093791;PL;f;3;0.118;0.783;0.02
1092476;TR;t;12;0.739;0.818;0.02
1086021;ES;t;4;0.72;0.857;0.02
1083670;TR;t;3;0.857;1;0.02
1077035;TR;t;7;0.826;0.947;0.02
1076600;PL;t;3;0.818;0.783;0.02
1074198;BE;t;2;0.844;0.962;0.02
1073859;TR;t;1;0.637;0.9;0.02
1073354;TR;t;3;0.447;1;0.02
1072428;TR;t;6;0.786;0.857;0.02
1070844;TR;t;3;0.861;1;0.02
1060020;CO;t;1;0.567;0.9;0.02
1059586;PL;t;2;0.806;0.885;0.02
1058758;TR;t;8;0.773;0.9;0.02
1057867;PL;t;7;0.815;0.947;0.02
1057038;TR;t;3;0.631;1;0.02
1055540;TR;t;3;0.871;1;0.02
1053568;TR;t;8;0.879;0.9;0.02
1052936;TR;t;3;0.981;1;0.02
1050107;TR;t;4;0.86;0.857;0.02
1050087;TR;t;3;0.85;1;0.02
1049845;TR;t;2;0.777;0.962;0.02
1049255;TR;t;9;0.934;0.857;0.02
1049129;TR;t;3;0.928;1;0.02
1048324;TR;t;2;0.957;0.962;0.02
1048217;TR;t;7;1;0.947;0.02
1047306;TR;t;3;0.949;1;0.02
1046451;TR;t;8;0.808;0.9;0.02
1046349;ES;t;2;0.745;0.962;0.02
1046267;TR;t;3;0.454;1;0.02
1045958;TR;t;3;0.853;1;0.02
1045812;TR;t;6;0.802;0.857;0.02
1045812;TR;t;8;0.947;0.9;0.02
1045275;TR;t;3;0.919;1;0.02
1045216;ES;t;3;0.816;1;0.02
1044618;TR;t;3;0.709;1;0.02
1044530;TR;t;3;0.615;1;0.02
1044072;TR;t;7;0.879;0.947;0.02
1044053;TR;t;2;0.914;0.962;0.02
1043916;TR;f;8;0.82;0.9;0.02
1043367;TR;t;3;0.883;1;0.02
1042825;TR;t;VIDEO PODCASTS;0.908;0.75;0.02
1042665;ES;t;VIDEO PODCASTS;0.85;0.825;0.02
1042165;TR;t;3;0.95;1;0.02
1041681;TR;t;1;0.852;0.9;0.02
1041611;TR;t;1;0.865;0.9;0.02
1041515;TR;t;3;0.767;1;0.02
1041350;TR;t;VIDEO PODCASTS;1;0.75;0.02
1041070;ES;t;8;0.713;0.9;0.02
1040048;TR;t;VIDEO PODCASTS;0.959;0.825;0.02
1039423;TR;t;10;0.864;0.857;0.02
1037968;TR;t;1;0.864;0.9;0.02
1037698;ES;f;1;0.81;0.9;0.02
1037509;ES;f;8;0.702;0.9;0.02
1035048;TR;t;3;0.661;1;0.02
1033651;TR;t;3;0.541;1;0.02
1031133;PL;t;2;0.808;0.962;0.02
1023762;ES;t;3;0.837;1;0.02
1020658;BE;t;3;0.83;1;0.02
1001776;TR;t;3;0.91;1;0.02
1001706;TR;t;3;0.467;1;0.02
1001140;TR;t;3;0.903;1;0.02
1001061;TR;t;3;0.896;1;0.02
1000699;TR;t;3;0.896;1;0.02
1364802;CO;t;1;0.693;1;0.021
1362305;ES;t;1;0.529;1;0.021
1354400;ES;t;1;0.836;1;0.021
1340864;PL;t;1;0.281;1;0.021
1337639;TR;t;1;0.605;1;0.021
1334326;ES;t;1;0.545;1;0.021
1333048;ES;t;1;0.91;1;0.021
1329549;ES;t;1;0.632;1;0.021
1326840;PL;t;1;0.781;1;0.021
1321487;PL;t;1;0.809;1;0.021
1321363;TR;f;1;0.677;1;0.021
1312487;TR;t;1;0.991;1;0.021
1310453;TR;t;9;0.073;0.952;0.021
1310090;TR;t;6;0.711;0.952;0.021
1308906;TR;t;1;0.623;1;0.021
1308769;TR;t;1;0.77;1;0.021
1308745;TR;t;1;0.69;1;0.021
1308725;TR;t;1;0.755;1;0.021
1308719;TR;t;1;0.407;1;0.021
1308648;TR;t;VIDEO PODCASTS;0.177;0.675;0.021
1308636;TR;t;1;0.507;1;0.021
1308633;TR;t;1;0.882;1;0.021
1308627;TR;t;1;1;1;0.021
1308599;TR;t;1;0.891;1;0.021
1308596;TR;t;1;0.753;1;0.021
1308584;TR;t;5;0.965;0.87;0.021
1308555;TR;t;1;0.929;1;0.021
1308546;TR;t;1;0.776;1;0.021
1308516;TR;t;1;0.817;1;0.021
1308492;TR;t;1;0.705;1;0.021
1308467;TR;t;1;0.678;1;0.021
1308403;TR;t;1;0.377;1;0.021
1308294;TR;t;1;0.83;1;0.021
1308140;TR;t;1;0.441;1;0.021
1308131;TR;t;1;0.699;1;0.021
1308124;TR;t;1;0.84;1;0.021
1308099;TR;t;1;0.795;1;0.021
1308055;TR;t;1;0.313;1;0.021
1307965;TR;t;5;0.978;0.87;0.021
1307955;TR;t;1;0.719;1;0.021
1307954;TR;t;1;0.662;1;0.021
1296101;PL;t;1;0.704;1;0.021
1294642;TR;t;1;0.803;1;0.021
1291473;TR;t;1;0.554;1;0.021
1286867;TR;t;1;0.622;1;0.021
1286500;AU;t;1;0.537;1;0.021
1284783;TR;t;1;0.829;1;0.021
1284266;TR;t;1;0.55;1;0.021
1284141;TR;t;1;0.738;1;0.021
1280797;TR;t;1;0.896;1;0.021
1279484;TR;t;11;0.346;1;0.021
1279239;TR;t;1;0.731;1;0.021
1270247;TR;t;1;0.725;1;0.021
1269544;US;t;5;0.744;0.87;0.021
1267325;LT;t;1;0.561;1;0.021
1266306;TR;t;1;0.714;1;0.021
1259830;ES;f;1;0.709;1;0.021
1259184;TR;f;1;0.748;1;0.021
1256647;ES;t;1;0.839;1;0.021
1255429;NL;t;1;0.745;1;0.021
1253129;ES;t;2;0.765;0.769;0.021
1253069;ES;t;1;0.864;1;0.021
1251668;ES;t;1;0.921;1;0.021
1251371;TR;t;1;0.761;1;0.021
1250685;ES;f;2;0.644;0.769;0.021
1248385;CO;t;1;0.908;1;0.021
1245866;ES;t;1;0.846;1;0.021
1242136;TR;t;1;0.911;1;0.021
1240556;TR;t;6;0.701;0.952;0.021
1240071;TR;t;4;0.65;0.952;0.021
1239813;ES;f;1;0.862;1;0.021
1238323;TR;t;1;0.894;1;0.021
1237156;CZ;t;VIDEO PODCASTS;0.931;1;0.021
1231010;TR;t;1;0.928;1;0.021
1230079;CO;t;1;0.818;1;0.021
1229122;TR;t;1;0.919;1;0.021
1227334;ES;f;1;0.723;1;0.021
1227331;ES;f;3;0.828;0.87;0.021
1227260;ES;t;1;0.916;1;0.021
1226636;NL;t;5;0.604;0.87;0.021
1226291;TR;t;10;0.874;0.952;0.021
1225787;TR;t;1;0.814;1;0.021
1225749;ES;t;1;0.793;1;0.021
1223448;ES;t;1;0.67;1;0.021
1215705;TR;t;9;0.648;0.952;0.021
1178758;CO;t;2;0;0.769;0.021
1167549;CO;t;1;0.855;1;0.021
1163747;PL;f;1;0.925;1;0.021
1161478;TR;t;1;0.879;1;0.021
1156632;TR;t;1;0.999;1;0.021
1156055;TR;t;1;0.793;1;0.021
1154795;TR;t;1;0.916;1;0.021
1154789;TR;t;1;0.939;1;0.021
1154150;TR;t;6;0.941;0.952;0.021
1154144;TR;t;VIDEO PODCASTS;0.667;0.75;0.021
1151439;AR;t;1;0.928;1;0.021
1143247;QU;t;1;0.852;1;0.021
1142845;ES;t;1;0.955;1;0.021
1141114;TR;t;1;0.888;1;0.021
1141109;PL;t;9;0.882;0.952;0.021
1140345;PL;t;1;0.771;1;0.021
1140289;PL;t;1;0.963;1;0.021
1122707;PL;t;1;0.321;1;0.021
1117357;PL;t;1;0.89;1;0.021
1115356;TR;t;1;0.987;1;0.021
1114231;TR;t;1;0.779;1;0.021
1099781;FR;t;5;0.82;0.87;0.021
1099774;PL;t;1;0.959;1;0.021
1099667;IT;f;1;0.745;1;0.021
1099600;TR;t;1;0.944;1;0.021
1097558;TR;t;1;0.781;1;0.021
1097114;TR;t;1;0.765;1;0.021
1096597;PL;t;1;0.787;1;0.021
1096167;TR;t;1;0.9;1;0.021
1095196;TR;t;1;0.717;1;0.021
1094063;TR;t;9;0.794;0.952;0.021
1093897;PL;t;1;0.861;1;0.021
1088189;ES;t;1;0.648;1;0.021
1078807;TR;f;1;0.786;1;0.021
1078716;TR;t;5;0.893;0.87;0.021
1078551;PL;t;1;0.777;1;0.021
1076947;PL;t;1;0.44;1;0.021
1076619;IT;t;3;0.791;0.87;0.021
1076379;TR;t;5;0.741;0.87;0.021
1076049;TR;t;1;0.844;1;0.021
1075529;TR;t;1;0.807;1;0.021
1073940;PL;t;1;0.897;1;0.021
1071671;TR;t;4;0.807;0.952;0.021
1071387;TR;t;1;0.891;1;0.021
1070956;AF;t;1;0.841;1;0.021
1070810;PL;t;1;0.844;1;0.021
1069136;TR;t;1;0.814;1;0.021
1068028;TR;t;1;0.922;1;0.021
1067070;TR;t;1;0.583;1;0.021
1065182;TR;t;9;0.916;0.952;0.021
1060265;ES;t;1;0.734;1;0.021
1058300;ES;t;1;0.855;1;0.021
1058189;IT;t;11;0.824;1;0.021
1056380;TR;t;1;0.806;1;0.021
1055536;TR;t;1;0.728;1;0.021
1051522;TR;t;1;0.808;1;0.021
1050043;PL;t;11;0.556;1;0.021
1049883;TR;t;1;0.905;1;0.021
1049729;ES;t;1;0.741;1;0.021
1049709;TR;t;VIDEO PODCASTS;0.217;0.75;0.021
1049255;TR;t;5;0.937;0.87;0.021
1048094;TR;t;4;0.862;0.952;0.021
1047128;TR;t;3;0.919;0.87;0.021
1047118;TR;t;1;0.838;1;0.021
1046506;TR;t;1;0.781;1;0.021
1045288;TR;t;1;0.814;1;0.021
1045064;TR;t;1;0.631;1;0.021
1045032;ES;t;11;0.751;1;0.021
1044932;TR;t;1;0.855;1;0.021
1044511;MK;t;1;0.907;1;0.021
1044506;TR;t;1;0.828;1;0.021
1044325;TR;t;VIDEO PODCASTS;0.881;0.75;0.021
1044118;PL;t;1;0.917;1;0.021
1044050;TR;t;1;0.707;1;0.021
1044046;TR;t;1;0.766;1;0.021
1044010;TR;f;1;0.825;1;0.021
1043919;PL;t;1;0.949;1;0.021
1043810;TR;t;1;0.892;1;0.021
1043696;TR;t;1;0.954;1;0.021
1043280;TR;t;1;0.852;1;0.021
1042360;TR;f;VIDEO PODCASTS;0.73;0.825;0.021
1042351;TR;t;2;0.904;0.769;0.021
1042257;TR;t;4;1;0.952;0.021
1042165;TR;t;1;0.867;1;0.021
1041556;TR;t;1;0.973;1;0.021
1041228;TR;t;1;0.802;1;0.021
1041152;TR;t;1;0.951;1;0.021
1040626;TR;t;1;0.797;1;0.021
1040615;ES;t;4;0.571;0.952;0.021
1040615;ES;t;VIDEO PODCASTS;0.763;0.35;0.021
1040324;TR;t;1;0.956;1;0.021
1038716;ES;t;1;0.864;1;0.021
1036990;TR;t;9;0.871;0.952;0.021
1036833;TR;t;11;0.826;1;0.021
1036686;TR;t;1;0.926;1;0.021
1036539;ES;t;1;0.798;1;0.021
1036528;TR;t;1;0.738;1;0.021
1036020;TR;t;4;0.888;0.952;0.021
1035993;TR;t;1;0.783;1;0.021
1035081;TR;t;1;0.843;1;0.021
1034970;TR;t;1;0.885;1;0.021
1034933;TR;t;VIDEO PODCASTS;0.951;0.413;0.021
1034590;ES;f;1;0.88;1;0.021
1032704;ES;f;11;0.874;1;0.021
1030916;BE;t;6;0.874;0.952;0.021
1029712;ES;t;4;0.869;0.952;0.021
1023486;UA;t;VIDEO PODCASTS;0.904;0.25;0.021
1018707;MX;t;1;0.782;1;0.021
1017677;MX;t;1;0.678;1;0.021
1012627;ES;f;11;0.785;1;0.021
1006609;TR;t;VIDEO PODCASTS;0.502;1;0.021
1005104;TR;t;1;0.596;1;0.021
1004127;TR;t;4;0.803;0.952;0.021
1002317;TR;t;8;0;1;0.021
1002237;TR;t;1;0.886;1;0.021
1002176;TR;t;8;0.09;1;0.021
1002103;TR;t;1;0.894;1;0.021
